Symbol,Rank,MTF,Quality Score,LTP,Stock Name,Sector,Intrinsic,Dividend%,Announced,Executed,Revenue,Net Profit,Recommended,Projected High,Projected Medium,Projected Low,All time high,SMA 200,RSI,Day Volatility,Week Volatility,Month Volatility,Day Trend,Week Trend,Month Trend,Day Support,Week Support,Month Support,Day NWE,Week NWE,Month NWE
KIRLOSBROS,415.0,5.0,,1982.1,KIRLOSKAR BROTHERS LTD,Industrials,263.55,,,,4440 cr,417 cr,none,0.0,0.0,0.0,2684.0 => 26.0%,1909.63 => 3.66%,47.13,3.25,5.93,17.5,Downtrend,Downtrend,Downtrend,1422.35 => 28.24%,1422.35 => 28.24%,248.0 => 87.49%,1803.33 => 9.02%,1524.45 => 23.09%,1570.74 => 20.75%
TARIL,416.0,1.0,,524.2,TRANS & RECTI. LTD,Industrials,41.71,,,,2227 cr,262 cr,none,705.0,702.5,700.0,648.9 => 19.0%,497.48 => 5.1%,55.01,3.75,5.95,15.32,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,356.0 => 32.09%,2.45 => 99.53%,484.01 => 7.67%,389.75 => 25.65%,322.63 => 38.45%
PARADEEP,417.0,5.0,,192.73,PARADEEP PHOSPHATES LTD,Basic Materials,49.91,,,,15197 cr,802 cr,none,250.0,172.0,170.0,234.39 => 18.0%,146.55 => 23.96%,51.7,5.22,13.41,18.75,Downtrend,Downtrend,Downtrend,83.25 => 56.8%,83.25 => 56.8%,0.0 => 100.0%,150.8 => 21.76%,154.88 => 19.64%,0.0 => 100.0%
IGIL,418.0,5.0,,363.6,INTERNATIO GEMM INS (I) L,Basic Materials,28.56,,,,1121 cr,491 cr,none,560.0,522.0,400.0,642.3 => 43.0%,0.0 => 100.0%,50.09,3.93,6.69,17.8,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,327.73 => 9.87%,0.0 => 100.0%,0.0 => 100.0%
CUB,419.0,5.0,,211.08,CITY UNION BANK LTD,Financial Services,127.76,,,,3053 cr,1165 cr,buy,280.0,250.0,190.0,249.35 => 15.0%,185.68 => 12.03%,56.8,2.59,4.64,10.84,Downtrend,Downtrend,Downtrend,142.91 => 32.3%,142.91 => 32.3%,119.5 => 43.39%,189.94 => 10.01%,181.72 => 13.91%,136.91 => 35.14%
BATAINDIA,420.0,5.0,,1213.7,BATA INDIA LTD,Consumer Cyclical,122.54,,,,3486 cr,209 cr,none,1440.0,1082.5,850.0,2262.0 => 46.0%,1254.51 => -3.36%,51.27,1.78,7.24,6.85,Downtrend,Downtrend,Downtrend,1269.0 => -4.56%,1269.0 => -4.56%,1381.05 => -13.79%,1155.74 => 4.78%,1031.57 => 15.01%,877.51 => 27.7%
PGEL,421.0,5.0,,544.3,PG ELECTROPLAST LTD,Technology,103.6,,,,5088 cr,271 cr,none,872.0,730.0,623.0,1054.2 => 48.0%,788.12 => -44.8%,35.85,2.41,9.16,23.3,Downtrend,Downtrend,Downtrend,146.71 => 73.05%,146.71 => 73.05%,2.47 => 99.55%,480.08 => 11.8%,433.67 => 20.32%,523.15 => 3.89%
ZYDUSWELL,422.0,5.0,,485.7,ZYDUS WELLNESS LIMITED,Consumer Defensive,178.26,,,,2729 cr,327 cr,none,537.6,492.6,429.8,530.9 => 9.0%,384.19 => 20.9%,55.85,4.65,8.19,12.21,Downtrend,Downtrend,Downtrend,298.64 => 38.51%,298.64 => 38.51%,274.02 => 43.58%,456.72 => 5.97%,371.14 => 23.59%,302.32 => 37.76%
AKZOINDIA,423.0,5.0,,3390.1,AKZO NOBEL INDIA LIMITED,Basic Materials,292.09,,,,4050 cr,406 cr,none,4200.0,3853.5,3507.0,4674.0 => 27.0%,3480.45 => -2.67%,45.18,1.1,2.59,11.6,Downtrend,Downtrend,Downtrend,3022.0 => 10.86%,3022.0 => 10.86%,2267.0 => 33.13%,3133.29 => 7.58%,2940.57 => 13.26%,3020.72 => 10.9%
FIVESTAR,424.0,5.0,,522.6,FIVE-STAR BUS FIN LTD,Financial Services,214.35,,,,2153 cr,1087 cr,none,834.0,765.0,650.0,943.75 => 45.0%,689.2 => -31.88%,29.61,3.16,5.62,22.63,Downtrend,Downtrend,Downtrend,600.05 => -14.82%,600.05 => -14.82%,0.0 => 100.0%,459.42 => 12.09%,442.68 => 15.29%,0.0 => 100.0%
SIGNATURE,425.0,1.0,,1095.1,SIGNATUREGLOBAL INDIA LTD,Real Estate,51.63,,,,2963 cr,129 cr,none,1780.0,1742.0,1400.0,1647.0 => 34.0%,1180.77 => -7.82%,41.0,2.7,4.62,11.04,Downtrend,Downtrend,Downtrend,1010.8 => 7.7%,1010.8 => 7.7%,0.0 => 100.0%,1049.71 => 4.14%,984.01 => 10.14%,0.0 => 100.0%
DATAPATTNS,426.0,5.0,,2737.9,DATA PATTERNS INDIA LTD,Industrials,269.4,,,,704 cr,215 cr,none,3700.0,3100.0,2500.0,3655.0 => 25.0%,2374.1 => 13.29%,55.31,3.46,7.97,20.4,Downtrend,Downtrend,Downtrend,1351.15 => 50.65%,1351.15 => 50.65%,0.0 => 100.0%,2414.4 => 11.82%,1925.92 => 29.66%,0.0 => 100.0%
SWANCORP,427.0,5.0,,488.15,SWAN CORP LIMITED,Industrials,310.61,,,,5009 cr,635 cr,none,0.0,0.0,0.0,506.0 => 4.0%,0.0 => 100.0%,70.55,3.74,0.0,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
NATCOPHARM,428.0,5.0,,854.2,NATCO PHARMA LTD.,Healthcare,424.69,,,,4396 cr,1698 cr,none,1480.0,952.0,712.0,1639.0 => 48.0%,978.78 => -14.58%,43.1,2.03,4.38,12.23,Downtrend,Downtrend,Downtrend,726.8 => 14.91%,726.8 => 14.91%,502.0 => 41.23%,784.59 => 8.15%,641.32 => 24.92%,675.5 => 20.92%
IFCI,429.0,5.0,,56.37,IFCI LTD,Financial Services,33.27,,,,1587 cr,319 cr,none,0.0,0.0,0.0,121.2 => 53.0%,53.84 => 4.48%,52.77,3.45,6.6,20.39,Downtrend,Downtrend,Downtrend,36.2 => 35.78%,36.2 => 35.78%,8.25 => 85.36%,47.8 => 15.2%,37.98 => 32.62%,41.87 => 25.73%
SWANENERGY,430.0,5.0,,482.0,SWAN CORP LIMITED,Industrials,310.61,,,,5009 cr,635 cr,none,0.0,0.0,0.0,809.8 => 40.0%,495.61 => -2.82%,58.03,3.64,8.68,14.34,Downtrend,Downtrend,Downtrend,362.2 => 24.85%,362.2 => 24.85%,113.7 => 76.41%,420.57 => 12.74%,273.84 => 43.19%,327.08 => 32.14%
TRIDENT,431.0,5.0,,29.56,TRIDENT LIMITED,Consumer Cyclical,8.67,,,,6951 cr,436 cr,none,37.0,37.0,37.0,70.35 => 58.0%,29.66 => -0.34%,55.34,2.26,4.96,13.26,Downtrend,Downtrend,Downtrend,23.11 => 21.82%,23.11 => 21.82%,25.05 => 15.26%,26.99 => 8.68%,24.0 => 18.81%,20.19 => 31.69%
LTFOODS,432.0,5.0,,432.25,LT FOODS LIMITED,Consumer Defensive,110.92,,,,9183 cr,619 cr,none,600.0,512.0,424.0,518.55 => 17.0%,414.75 => 4.05%,40.33,3.61,7.55,15.78,Downtrend,Downtrend,Downtrend,288.25 => 33.31%,288.25 => 33.31%,0.0 => 100.0%,401.5 => 7.11%,392.33 => 9.24%,0.0 => 100.0%
NIVABUPA,433.0,5.0,,81.19,NIVA BUPA HEALTH INS CO L,Financial Services,18.02,,,,6495 cr,130 cr,buy,101.0,93.0,81.0,109.34 => 26.0%,81.38 => -0.23%,43.76,1.16,6.04,12.09,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,68.54 => 15.58%,0.0 => 100.0%,75.59 => 6.89%,0.0 => 100.0%,0.0 => 100.0%
ABDL,434.0,5.0,,535.3,ALLIED BLEND N DISTILS L,Consumer Defensive,55.16,,,,3685 cr,240 cr,strong_buy,644.0,600.0,588.0,565.5 => 5.0%,408.76 => 23.64%,55.53,2.86,6.37,11.47,Downtrend,Downtrend,Downtrend,279.0 => 47.88%,279.0 => 47.88%,0.0 => 100.0%,488.83 => 8.68%,0.0 => 100.0%,0.0 => 100.0%
KSB,435.0,5.0,,856.75,KSB LIMITED,Industrials,88.05,,,,2605 cr,257 cr,none,931.0,898.0,865.0,1060.0 => 19.0%,769.51 => 10.18%,56.86,2.52,5.85,12.65,Downtrend,Downtrend,Downtrend,582.25 => 32.04%,582.25 => 32.04%,77.2 => 90.99%,785.95 => 8.26%,695.63 => 18.81%,655.72 => 23.46%
PCBL,436.0,5.0,,389.7,PCBL CHEMICAL LIMITED,Basic Materials,97.83,,,,8375 cr,411 cr,buy,600.0,453.0,394.0,584.4 => 33.0%,400.69 => -2.82%,50.03,3.19,6.1,13.89,Downtrend,Downtrend,Downtrend,331.0 => 15.06%,331.0 => 15.06%,89.0 => 77.16%,363.19 => 6.8%,293.16 => 24.77%,314.25 => 19.36%
GESHIP,437.0,5.0,,1028.95,THE GE SHPG.LTD,Industrials,998.77,,,,5016 cr,2037 cr,none,1408.0,1376.5,1345.0,1543.7 => 33.0%,950.92 => 7.58%,59.26,3.66,5.31,10.53,Downtrend,Downtrend,Downtrend,797.5 => 22.49%,797.5 => 22.49%,162.0 => 84.26%,959.53 => 6.75%,795.79 => 22.66%,790.96 => 23.13%
BLS,438.0,5.0,,355.95,BLS INTL SERVS LTD,Industrials,42.01,,,,2411 cr,565 cr,none,0.0,0.0,0.0,521.8 => 32.0%,394.03 => -10.7%,33.27,1.7,4.35,15.96,Downtrend,Downtrend,Downtrend,308.25 => 13.4%,308.25 => 13.4%,6.75 => 98.1%,333.67 => 6.26%,298.19 => 16.23%,290.02 => 18.52%
AGARWALEYE,439.0,5.0,,460.35,DR AGARWALS HEALTH CARE L,Healthcare,59.09,,,,1795 cr,102 cr,none,530.0,494.0,430.0,494.5 => 7.0%,0.0 => 100.0%,61.76,2.9,7.54,14.98,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,409.15 => 11.12%,0.0 => 100.0%,0.0 => 100.0%
FINEORG,440.0,5.0,,4729.6,FINE ORGANIC IND. LTD.,Basic Materials,748.61,,,,2308 cr,414 cr,none,6400.0,5080.0,4070.0,7328.75 => 35.0%,4554.38 => 3.7%,40.3,2.36,4.55,11.92,Downtrend,Downtrend,Downtrend,3407.0 => 27.96%,3407.0 => 27.96%,4021.0 => 14.98%,4437.24 => 6.18%,4132.67 => 12.62%,0.0 => 100.0%
THELEELA,441.0,5.0,,430.4,SCHLOSS BANGALORE LIMITED,Consumer Cyclical,128.65,,,,1370 cr,132 cr,strong_buy,605.0,540.0,510.0,474.4 => 9.0%,0.0 => 100.0%,55.0,3.71,6.66,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
BELRISE,442.0,5.0,,161.5,BELRISE INDUSTRIES LTD,Consumer Cyclical,41.42,,,,8772 cr,396 cr,none,160.0,160.0,160.0,164.5 => 2.0%,0.0 => 100.0%,69.33,4.14,7.81,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
RRKABEL,443.0,5.0,,1262.9,R R KABEL LIMITED,Industrials,190.38,,,,7869 cr,335 cr,none,1850.0,1539.0,1326.0,1901.95 => 34.0%,1228.24 => 2.74%,53.59,3.24,4.74,13.93,Downtrend,Downtrend,Downtrend,853.55 => 32.41%,853.55 => 32.41%,0.0 => 100.0%,1104.37 => 12.55%,1081.05 => 14.4%,0.0 => 100.0%
INDIAMART,444.0,5.0,,2376.7,INDIAMART INTERMESH LTD,Communication Services,340.53,,,,1429 cr,590 cr,none,3800.0,2590.0,1890.0,5020.0 => 53.0%,2336.9 => 1.67%,26.89,2.37,5.29,11.17,Downtrend,Downtrend,Downtrend,1900.1 => 20.05%,1900.1 => 20.05%,1838.0 => 22.67%,2384.98 => -0.35%,2157.35 => 9.23%,0.0 => 100.0%
INTELLECT,445.0,5.0,,1029.05,INTELLECT DESIGN ARENA,Technology,202.0,,,,2595 cr,353 cr,none,1180.0,1105.0,1093.0,1255.0 => 18.0%,923.97 => 10.21%,53.54,3.5,7.83,16.95,Downtrend,Downtrend,Downtrend,577.4 => 43.89%,577.4 => 43.89%,388.65 => 62.23%,861.52 => 16.28%,762.85 => 25.87%,548.12 => 46.74%
RAINBOW,446.0,5.0,,1392.1,RAINBOW CHILDRENS MED LTD,Healthcare,144.58,,,,1539 cr,257 cr,none,1840.0,1692.5,1475.0,1709.6 => 19.0%,1447.83 => -4.0%,25.05,1.91,4.69,10.58,Downtrend,Downtrend,Downtrend,1218.0 => 12.51%,1218.0 => 12.51%,0.0 => 100.0%,1362.45 => 2.13%,1268.35 => 8.89%,0.0 => 100.0%
KIRLOSENG,447.0,5.0,,973.0,KIRLOSKAR OIL ENG LTD,Industrials,212.6,,,,6481 cr,467 cr,none,1281.0,1220.0,1067.0,1450.0 => 33.0%,853.08 => 12.32%,63.89,3.48,6.37,13.82,Downtrend,Downtrend,Downtrend,544.4 => 44.05%,544.4 => 44.05%,122.55 => 87.4%,840.72 => 13.6%,637.08 => 34.52%,683.27 => 29.78%
ITDCEM,448.0,5.0,,822.25,CEMINDIA PROJECTS LIMITED,Industrials,106.72,,,,9258 cr,410 cr,none,875.0,828.0,781.0,944.0 => 13.0%,645.69 => 21.47%,58.92,4.37,8.71,15.8,Downtrend,Downtrend,Downtrend,476.6 => 42.04%,476.6 => 42.04%,55.6 => 93.24%,671.22 => 18.37%,648.27 => 21.16%,517.49 => 37.06%
CEATLTD,449.0,5.0,,3454.9,CEAT LIMITED,Consumer Cyclical,1089.83,,,,13554 cr,431 cr,buy,4600.0,4000.0,3100.0,4044.0 => 15.0%,3226.57 => 6.61%,58.25,2.67,6.11,14.89,Downtrend,Downtrend,Downtrend,2343.05 => 32.18%,2343.05 => 32.18%,890.0 => 74.24%,3017.6 => 12.66%,2840.65 => 17.78%,2539.36 => 26.5%
AARTIIND,450.0,5.0,,383.35,AARTI INDUSTRIES LTD,Basic Materials,154.62,,,,7095 cr,237 cr,none,625.0,457.5,330.0,1168.0 => 67.0%,424.58 => -10.76%,42.51,1.7,4.87,14.08,Downtrend,Downtrend,Downtrend,344.2 => 10.21%,344.2 => 10.21%,438.0 => -14.26%,352.09 => 8.16%,275.35 => 28.17%,229.92 => 40.02%
JWL,451.0,5.0,,327.3,JUPITER WAGONS LIMITED,Industrials,65.08,,,,3543 cr,323 cr,none,517.0,406.0,362.0,748.1 => 56.0%,379.25 => -15.87%,43.73,2.19,8.38,20.01,Downtrend,Downtrend,Downtrend,270.05 => 17.49%,270.05 => 17.49%,6.75 => 97.94%,303.46 => 7.28%,218.57 => 33.22%,279.44 => 14.62%
JINDALSAW,452.0,5.0,,217.32,JINDAL SAW LIMITED,Basic Materials,179.25,,,,19974 cr,1721 cr,none,298.0,285.0,272.0,383.85 => 43.0%,240.92 => -10.86%,62.28,3.09,5.34,17.43,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,37.53 => 82.73%,37.53 => 82.73%,188.97 => 13.05%,152.54 => 29.81%,189.76 => 12.68%
ZENTEC,453.0,2.5,,1533.2,ZEN TECHNOLOGIES LIMITED,Industrials,189.21,,,,877 cr,251 cr,none,2150.0,1800.0,1650.0,2627.0 => 42.0%,1711.33 => -11.62%,50.14,4.14,7.39,26.73,Downtrend,Downtrend,Downtrend,945.35 => 38.34%,945.35 => 38.34%,21.3 => 98.61%,1254.38 => 18.19%,1086.97 => 29.1%,700.96 => 54.28%
GODREJAGRO,454.0,5.0,,714.95,GODREJ AGROVET LIMITED,Consumer Defensive,123.83,,,,9636 cr,455 cr,none,940.0,909.0,774.0,876.7 => 18.0%,755.55 => -5.68%,34.49,1.79,4.87,11.77,Downtrend,Downtrend,Downtrend,655.0 => 8.39%,655.0 => 8.39%,390.85 => 45.33%,676.67 => 5.35%,664.15 => 7.11%,0.0 => 100.0%
INDGN,455.0,5.0,,572.35,INDEGENE LIMITED,Healthcare,108.98,,,,2924 cr,435 cr,hold,700.0,650.0,540.0,736.3 => 22.0%,578.05 => -1.0%,51.98,1.9,4.72,10.51,Downtrend,Downtrend,Downtrend,499.0 => 12.82%,499.0 => 12.82%,0.0 => 100.0%,539.09 => 5.81%,0.0 => 100.0%,0.0 => 100.0%
CEMPRO,456.0,5.0,,798.55,CEMINDIA PROJECTS LIMITED,Industrials,106.72,,,,9258 cr,410 cr,none,875.0,828.0,781.0,835.0 => 4.0%,0.0 => 100.0%,0.0,0.0,0.0,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
BLUEDART,457.0,5.0,,5775.5,BLUE DART EXPRESS LTD,Industrials,657.05,,,,5824 cr,248 cr,none,7330.0,7200.0,6200.0,9640.0 => 40.0%,6397.42 => -10.77%,46.8,2.44,4.22,13.34,Downtrend,Downtrend,Downtrend,5365.0 => 7.11%,5365.0 => 7.11%,5486.6 => 5.0%,5226.82 => 9.5%,4780.71 => 17.22%,4690.76 => 18.78%
MINDACORP,458.0,5.0,,579.1,MINDA CORPORATION LTD,Consumer Cyclical,93.38,,,,5250 cr,257 cr,strong_buy,620.0,600.0,480.0,652.0 => 11.0%,520.27 => 10.16%,72.94,4.3,6.53,11.58,Downtrend,Downtrend,Downtrend,453.65 => 21.66%,453.65 => 21.66%,52.75 => 90.89%,488.15 => 15.71%,444.33 => 23.27%,403.5 => 30.32%
LEMONTREE,459.0,5.0,,171.78,LEMON TREE HOTELS LTD,Consumer Cyclical,14.69,,,,1334 cr,215 cr,strong_buy,205.0,175.0,135.0,180.68 => 5.0%,144.6 => 15.82%,56.2,2.42,6.82,9.78,Downtrend,Downtrend,Downtrend,112.29 => 34.63%,112.29 => 34.63%,14.05 => 91.82%,160.33 => 6.67%,138.63 => 19.3%,0.0 => 100.0%
NSLNISP,460.0,1.0,,46.41,NMDC STEEL LIMITED,Basic Materials,44.75,,,,9845 cr,-1801 cr,none,0.0,0.0,0.0,73.7 => 37.0%,39.23 => 15.48%,66.05,2.99,8.87,10.02,Downtrend,Downtrend,Downtrend,32.13 => 30.77%,32.13 => 30.77%,0.0 => 100.0%,41.21 => 11.21%,32.92 => 29.06%,0.0 => 100.0%
USHAMART,461.0,5.0,,445.95,USHA MARTIN LTD.,Basic Materials,90.36,,,,3535 cr,404 cr,none,541.0,541.0,541.0,453.0 => 2.0%,344.68 => 22.71%,79.53,4.17,6.64,9.71,Downtrend,Downtrend,Downtrend,278.55 => 37.54%,278.55 => 37.54%,10.35 => 97.68%,374.45 => 16.03%,318.64 => 28.55%,292.96 => 34.31%
ACE,462.0,5.0,,1138.1,ACTION CONST EQUIP LTD,Industrials,135.69,,,,3245 cr,423 cr,none,1359.0,1359.0,1359.0,1695.0 => 33.0%,1215.28 => -6.78%,57.26,2.59,7.49,14.99,Downtrend,Downtrend,Downtrend,917.45 => 19.39%,917.45 => 19.39%,175.0 => 84.62%,1027.02 => 9.76%,853.0 => 25.05%,979.19 => 13.96%
OLECTRA,463.0,5.0,,1644.9,OLECTRA GREENTECH LIMITED,Industrials,127.9,,,,1835 cr,141 cr,none,1732.0,1732.0,1732.0,2221.95 => 26.0%,1322.41 => 19.61%,60.08,2.89,8.02,13.22,Downtrend,Downtrend,Downtrend,989.95 => 39.82%,989.95 => 39.82%,374.1 => 77.26%,1495.96 => 9.05%,1163.31 => 29.28%,1050.52 => 36.13%
ELECON,464.0,5.0,,595.85,ELECON ENG. CO. LTD,Industrials,89.07,,,,2325 cr,517 cr,none,694.0,694.0,694.0,739.1 => 19.0%,568.36 => 4.61%,52.03,2.83,6.49,17.06,Downtrend,Downtrend,Downtrend,376.95 => 36.74%,376.95 => 36.74%,8.1 => 98.64%,535.08 => 10.2%,454.71 => 23.69%,465.86 => 21.82%
HOMEFIRST,465.0,5.0,,1278.8,HOME FIRST FIN CO IND LTD,Financial Services,279.97,,,,849 cr,413 cr,none,1775.0,1480.0,902.0,1519.0 => 16.0%,1156.94 => 9.53%,50.82,2.5,6.14,16.52,Downtrend,Downtrend,Downtrend,878.4 => 31.31%,878.4 => 31.31%,776.65 => 39.27%,1177.78 => 7.9%,1092.52 => 14.57%,0.0 => 100.0%
AAVAS,466.0,5.0,,1669.9,AAVAS FINANCIERS LIMITED,Financial Services,551.07,,,,1370 cr,587 cr,buy,2350.0,1970.0,1507.0,3340.0 => 50.0%,1785.76 => -6.94%,53.74,1.93,5.39,17.7,Downtrend,Downtrend,Downtrend,1307.0 => 21.73%,1307.0 => 21.73%,1307.0 => 21.73%,1480.96 => 11.31%,1468.55 => 12.06%,0.0 => 100.0%
CELLO,467.0,5.0,,597.85,CELLO WORLD LIMITED,Consumer Cyclical,98.12,,,,2221 cr,329 cr,none,950.0,689.0,590.0,1025.0 => 42.0%,616.76 => -3.16%,49.91,2.26,6.46,11.24,Downtrend,Downtrend,Downtrend,494.75 => 17.25%,494.75 => 17.25%,0.0 => 100.0%,554.55 => 7.24%,0.0 => 100.0%,0.0 => 100.0%
BBTC,468.0,5.0,,1880.9,BOMBAY BURMAH TRADING COR,Consumer Defensive,807.17,,,,18927 cr,1141 cr,none,0.0,0.0,0.0,2975.0 => 37.0%,1945.99 => -3.46%,48.68,2.39,5.3,12.76,Downtrend,Downtrend,Downtrend,1607.05 => 14.56%,1607.05 => 14.56%,781.05 => 58.47%,1771.27 => 5.83%,1415.72 => 24.73%,1462.94 => 22.22%
NCC,469.0,5.0,,208.37,NCC LIMITED,Industrials,116.65,,,,21850 cr,802 cr,none,315.0,263.0,221.0,364.5 => 43.0%,225.6 => -8.27%,41.58,1.9,4.8,12.78,Downtrend,Downtrend,Downtrend,170.05 => 18.39%,170.05 => 18.39%,52.2 => 74.95%,198.39 => 4.79%,160.88 => 22.79%,168.52 => 19.13%
CYIENT,470.0,5.0,,1180.6,CYIENT LIMITED,Industrials,482.01,,,,7397 cr,626 cr,hold,1730.0,1245.0,1050.0,2458.95 => 52.0%,1376.39 => -16.58%,41.97,2.72,5.78,10.37,Downtrend,Downtrend,Downtrend,1084.05 => 8.18%,1084.05 => 8.18%,720.0 => 39.01%,1136.78 => 3.71%,882.94 => 25.21%,993.61 => 15.84%
FINPIPE,471.0,5.0,,210.39,FINOLEX INDUSTRIES LTD,Industrials,98.54,,,,4045 cr,397 cr,none,283.0,230.0,180.0,355.9 => 41.0%,205.16 => 2.49%,47.53,1.98,5.48,12.0,Downtrend,Downtrend,Downtrend,153.92 => 26.84%,153.92 => 26.84%,121.5 => 42.25%,194.57 => 7.52%,154.13 => 26.74%,164.44 => 21.84%
EMBDL,472.0,5.0,,94.82,EMBASSY DEVELOPMENTS LTD,Real Estate,76.28,,,,2371 cr,-82 cr,none,166.0,166.0,166.0,163.69 => 42.0%,115.29 => -21.59%,42.84,4.34,8.19,17.14,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,89.22 => 5.91%,0.0 => 100.0%,85.73 => 9.58%,0.0 => 100.0%,0.0 => 100.0%
GRANULES,473.0,5.0,,530.8,GRANULES INDIA LIMITED,Healthcare,153.19,,,,4512 cr,480 cr,none,700.0,534.0,480.0,721.0 => 26.0%,513.36 => 3.29%,60.72,2.63,5.72,11.8,Downtrend,Downtrend,Downtrend,422.0 => 20.5%,422.0 => 20.5%,226.95 => 57.24%,481.75 => 9.24%,394.43 => 25.69%,414.38 => 21.93%
SUNDARMHLD,474.0,5.0,,582.95,SUNDARAM FINANCE HOLD LTD,Financial Services,252.44,,,,155 cr,412 cr,none,0.0,0.0,0.0,647.0 => 10.0%,381.47 => 34.56%,59.16,5.39,9.48,13.19,Downtrend,Downtrend,Downtrend,240.0 => 58.83%,240.0 => 58.83%,63.0 => 89.19%,516.44 => 11.41%,412.55 => 29.23%,0.0 => 100.0%
TEGA,475.0,5.0,,1909.4,TEGA INDUSTRIES LIMITED,Industrials,209.97,,,,1655 cr,199 cr,buy,2255.0,1976.0,1725.0,2328.9 => 18.0%,1602.77 => 16.06%,44.03,3.32,7.61,13.41,Downtrend,Downtrend,Downtrend,1200.05 => 37.15%,1200.05 => 37.15%,0.0 => 100.0%,1800.48 => 5.7%,1516.86 => 20.56%,0.0 => 100.0%
FINCABLES,476.0,5.0,,826.8,FINOLEX CABLES LTD,Industrials,359.17,,,,5484 cr,619 cr,none,1250.0,1150.0,1031.0,1700.0 => 51.0%,945.64 => -14.37%,40.51,1.75,5.25,13.22,Downtrend,Downtrend,Downtrend,780.0 => 5.66%,780.0 => 5.66%,343.5 => 58.45%,783.48 => 5.24%,598.42 => 27.62%,694.32 => 16.02%
ANURAS,477.0,5.0,,1110.4,ANUPAM RASAYAN INDIA LTD,Basic Materials,259.66,,,,1669 cr,123 cr,none,1305.0,680.0,520.0,1234.0 => 10.0%,911.16 => 17.94%,52.02,2.57,5.26,10.74,Downtrend,Downtrend,Downtrend,601.0 => 45.88%,601.0 => 45.88%,546.75 => 50.76%,1026.56 => 7.55%,963.94 => 13.19%,0.0 => 100.0%
MGL,478.0,5.0,,1278.6,MAHANAGAR GAS LTD.,Utilities,595.29,,,,7681 cr,1070 cr,buy,1981.0,1580.0,1100.0,1988.0 => 36.0%,1339.03 => -4.73%,40.57,3.08,5.45,11.65,Downtrend,Downtrend,Downtrend,1075.25 => 15.9%,1075.25 => 15.9%,1075.25 => 15.9%,1210.33 => 5.34%,1033.18 => 19.19%,1098.97 => 14.05%
GRINFRA,479.0,5.0,,1300.2,G R INFRAPROJECTS LIMITED,Industrials,877.75,,,,7352 cr,1103 cr,none,1690.0,1504.0,1140.0,2267.65 => 43.0%,1235.19 => 5.0%,54.08,2.38,4.2,12.34,Downtrend,Downtrend,Downtrend,901.0 => 30.7%,901.0 => 30.7%,930.0 => 28.47%,1211.2 => 6.84%,1005.45 => 22.67%,0.0 => 100.0%
INGERRAND,480.0,5.0,,3978.2,INGERSOLL-RAND INDIA LTD,Industrials,193.03,,,,1338 cr,265 cr,none,4335.0,4335.0,4335.0,5000.0 => 20.0%,3796.46 => 4.57%,62.44,1.61,4.5,11.03,Downtrend,Downtrend,Downtrend,3055.0 => 23.21%,3055.0 => 23.21%,555.0 => 86.05%,3613.77 => 9.16%,3254.89 => 18.18%,3257.99 => 18.1%
IEX,481.0,5.0,,140.41,INDIAN ENERGY EXC LTD,Financial Services,12.81,,,,687 cr,453 cr,none,285.0,149.0,99.0,318.67 => 56.0%,173.53 => -23.59%,37.75,2.31,5.14,21.83,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,116.0 => 17.38%,116.0 => 17.38%,122.99 => 12.41%,117.9 => 16.03%,0.0 => 100.0%
RITES,482.0,5.0,,258.28,RITES LIMITED,Industrials,54.91,,,,2222 cr,386 cr,none,291.0,281.5,280.0,412.98 => 37.0%,257.23 => 0.41%,44.1,2.39,5.45,17.1,Downtrend,Downtrend,Downtrend,192.4 => 25.51%,192.4 => 25.51%,113.1 => 56.21%,239.04 => 7.45%,199.29 => 22.84%,0.0 => 100.0%
JPPOWER,483.0,1.0,,18.03,JAIPRAKASH POWER VEN. LTD,Utilities,12.37,,,,5291 cr,741 cr,none,0.0,0.0,0.0,143.4 => 87.0%,16.98 => 5.81%,38.81,2.35,6.93,20.24,Downtrend,Downtrend,Downtrend,12.36 => 31.45%,12.36 => 31.45%,5.15 => 71.44%,16.03 => 11.08%,14.7 => 18.48%,12.87 => 28.61%
